brand,model,price_usd,rating,sentiment,battery_life_rating,camera_rating,performance_rating,design_rating,display_rating,helpful_votes,cluster,age,country,verified_purchase,source
Xiaomi,Poco X6,323.2,3,Neutral,1,4,1,2,2,2,0,35,Australia,True,BestBuy
Motorola,Edge 50,680.75,4,Positive,3,3,2,4,5,8,1,40,USA,False,BestBuy
Google,Pixel 6,882.59,1,Negative,1,1,1,1,1,1,0,35,Australia,True,BestBuy
Xiaomi,Mi 13 Pro,636.83,4,Positive,5,4,4,3,4,4,1,18,Canada,True,Flipkart
Apple,iPhone 15 Pro,1467.52,2,Negative,3,4,1,2,1,2,0,19,India,True,eBay
Apple,iPhone SE,925.4,4,Positive,3,3,3,5,5,3,1,36,UK,True,Flipkart
Motorola,Moto G Power,373.86,5,Positive,5,5,5,5,3,6,1,28,UAE,False,Amazon
OnePlus,OnePlus 12,522.97,5,Positive,5,5,4,4,4,6,1,24,India,True,AliExpress
Apple,iPhone 14,1259.71,5,Positive,4,5,3,5,5,1,1,39,UAE,True,store
OnePlus,OnePlus Nord 3,574.11,2,Neutral,1,3,1,1,1,1,0,27,USA,True,store
Motorola,Edge 50,318.95,3,Neutral,2,3,2,2,4,2,0,27,Germany,True,BestBuy
Motorola,Razr 40,503.7,2,Neutral,1,2,1,3,3,2,0,37,USA,False,AliExpress
Samsung,Galaxy A55,1199.67,2,Negative,1,2,2,2,2,6,0,18,UAE,True,AliExpress
Samsung,Galaxy Note 20,950.27,4,Neutral,3,4,5,5,2,1,1,38,Brazil,True,Amazon
Samsung,Galaxy Z Flip,550.77,3,Neutral,4,3,3,5,5,4,1,19,USA,True,AliExpress
Motorola,Razr 40,661.93,2,Neutral,2,1,2,2,1,5,0,20,UAE,True,eBay
Motorola,Razr 40,719.04,4,Positive,3,4,4,4,2,6,1,34,UAE,True,Flipkart
Xiaomi,Poco X6,290.27,3,Neutral,4,4,5,3,4,4,1,32,UAE,True,store
OnePlus,OnePlus Nord 3,717.27,4,Positive,4,4,3,4,3,4,1,23,UK,True,AliExpress
Motorola,Edge 50,388.92,3,Neutral,2,1,1,1,1,2,0,20,Brazil,True,BestBuy
Google,Pixel 6,930.01,5,Positive,5,3,4,3,5,4,1,29,UK,False,BestBuy
Realme,Realme Narzo 70,558.32,1,Negative,1,1,1,1,1,1,0,39,Australia,True,Flipkart
Motorola,Moto G Power,684.11,2,Negative,1,2,1,2,3,3,0,18,Australia,True,BestBuy
Realme,Realme 12 Pro,578.66,2,Neutral,1,2,3,2,1,3,0,22,USA,False,Amazon
Apple,iPhone 15 Pro,1074.45,3,Neutral,2,2,1,2,1,8,0,33,UK,True,AliExpress
Motorola,Moto G Power,404.36,3,Neutral,2,1,2,2,1,2,0,31,UAE,True,store
Samsung,Galaxy Z Flip,994.71,3,Neutral,3,2,2,4,4,2,1,47,Brazil,True,AliExpress
Google,Pixel 8,960.38,4,Neutral,2,4,3,2,3,1,1,27,Canada,True,AliExpress
OnePlus,OnePlus Nord 3,564.98,4,Positive,4,1,5,3,4,6,1,38,Canada,True,BestBuy
Motorola,Moto G Power,761.7,2,Neutral,1,1,2,1,2,1,0,18,UAE,True,BestBuy
Google,Pixel 6,779.28,4,Positive,4,5,5,5,5,5,1,38,UAE,True,Amazon
Samsung,Galaxy Z Flip,492.61,4,Positive,3,4,3,5,5,3,1,18,UAE,True,Amazon
Xiaomi,Redmi Note 13,462.48,5,Positive,5,4,5,5,4,3,1,33,USA,True,BestBuy
Xiaomi,Poco X6,248.75,4,Positive,2,3,4,5,5,5,1,47,UK,True,eBay
Apple,iPhone 13,797.54,5,Positive,5,4,5,5,5,1,1,29,UK,False,Flipkart
Google,Pixel 6,904.96,4,Positive,3,3,3,2,3,4,1,43,UAE,True,store
Apple,iPhone 15 Pro,1142.88,1,Negative,2,1,1,1,1,1,0,39,Germany,True,eBay
Apple,iPhone SE,944.18,3,Neutral,2,3,4,4,2,3,1,40,Germany,True,Amazon
Xiaomi,Poco X6,420.71,1,Negative,1,1,1,1,3,4,0,22,Canada,True,BestBuy
Realme,Realme Narzo 70,361.95,3,Neutral,2,1,3,2,1,1,0,43,Germany,True,BestBuy
Apple,iPhone 14,1266.49,3,Positive,4,3,3,3,3,5,1,35,India,True,eBay
OnePlus,OnePlus 11R,512.78,5,Positive,5,5,3,5,4,8,1,40,Brazil,True,store
OnePlus,OnePlus 11R,971.23,5,Positive,5,5,5,4,4,2,1,34,UK,True,eBay
Apple,iPhone 15 Pro,1150.45,3,Neutral,4,5,3,2,4,6,1,29,Germany,True,AliExpress
Realme,Realme Narzo 70,468.26,3,Positive,4,1,3,2,3,1,0,39,Canada,False,Flipkart
Google,Pixel 6,1002.65,5,Positive,4,3,4,3,4,3,1,34,Australia,True,eBay
Realme,Realme 12 Pro,262.48,2,Negative,1,2,2,2,3,0,0,18,Australia,True,Flipkart
Xiaomi,Mi 13 Pro,304.84,3,Neutral,3,4,1,3,2,1,0,31,India,True,store
OnePlus,OnePlus Nord 3,890.39,4,Positive,4,3,3,4,3,3,1,44,UAE,True,Flipkart
Apple,iPhone 13,998.73,3,Neutral,3,2,3,4,4,1,1,25,Germany,False,AliExpress
Realme,Realme Narzo 70,243.02,3,Neutral,2,3,3,2,2,4,0,33,Canada,True,store
Samsung,Galaxy Z Flip,653.6,4,Positive,2,4,3,2,3,5,1,25,Brazil,True,Amazon
Xiaomi,Poco X6,204.91,1,Negative,2,1,3,2,1,4,0,24,Australia,True,Flipkart
Apple,iPhone 14,1220.54,3,Neutral,5,4,5,5,4,9,1,38,UK,True,Flipkart
Xiaomi,Poco X6,459.39,4,Positive,3,5,3,3,4,8,1,26,UK,False,eBay
Google,Pixel 7a,514.36,2,Neutral,5,5,4,4,4,1,1,42,Canada,True,Amazon
Xiaomi,Redmi Note 13,583.64,3,Positive,5,3,3,3,3,4,1,34,USA,True,Flipkart
Apple,iPhone 15 Pro,1448.83,4,Positive,4,4,3,3,3,1,1,31,UK,True,Flipkart
Samsung,Galaxy S24,564.61,3,Neutral,5,3,1,3,4,0,1,37,India,True,AliExpress
OnePlus,OnePlus 12,375.17,2,Neutral,3,1,4,2,1,1,0,33,UAE,True,Flipkart
Samsung,Galaxy Note 20,833.0,1,Negative,2,1,1,1,1,2,0,35,Brazil,True,eBay
Samsung,Galaxy Z Flip,1299.48,3,Neutral,2,2,1,4,4,5,0,22,Germany,True,Flipkart
Samsung,Galaxy Z Flip,1343.06,2,Negative,2,1,2,2,3,1,0,39,Australia,True,AliExpress
OnePlus,OnePlus 11R,569.72,2,Negative,2,1,2,3,1,0,0,28,Germany,True,AliExpress
Apple,iPhone 13,1331.4,5,Positive,4,5,4,4,4,2,1,28,UK,True,eBay
Motorola,Edge 50,614.26,3,Neutral,3,1,2,1,1,1,0,29,USA,True,Amazon
Google,Pixel 6,557.9,3,Positive,2,4,1,3,5,4,1,34,Australia,True,Flipkart
Apple,iPhone 15 Pro,1041.77,3,Neutral,4,5,4,5,3,4,1,19,UK,True,eBay
Motorola,Razr 40,274.85,3,Neutral,3,3,2,1,3,2,0,20,USA,True,BestBuy
Apple,iPhone 13,1092.46,4,Positive,5,4,5,2,3,3,1,18,UK,False,AliExpress
Google,Pixel 6,693.89,2,Neutral,2,2,2,1,1,3,0,33,Canada,False,BestBuy
Realme,Realme Narzo 70,270.22,1,Negative,1,1,1,1,1,3,0,28,Australia,False,Amazon
OnePlus,OnePlus Nord 3,971.02,3,Neutral,2,2,1,2,2,7,0,21,UAE,True,Amazon
Motorola,Edge 50,384.17,4,Positive,5,4,4,4,5,3,1,18,Australia,True,AliExpress
OnePlus,OnePlus Nord 3,415.95,4,Positive,4,5,3,5,4,5,1,30,Canada,True,AliExpress
Apple,iPhone 14,1148.21,5,Positive,4,5,5,4,5,6,1,32,UK,True,AliExpress
Realme,Realme 12 Pro,304.33,1,Neutral,1,1,1,1,1,0,0,32,UAE,True,Amazon
Xiaomi,Redmi Note 13,575.33,1,Negative,1,1,2,1,1,1,0,21,UAE,True,AliExpress
Samsung,Galaxy S24,444.13,3,Neutral,3,3,4,1,2,4,0,28,Australia,True,AliExpress
OnePlus,OnePlus 12,584.6,3,Neutral,1,2,1,1,2,3,0,34,UAE,True,Flipkart
OnePlus,OnePlus Nord 3,454.65,3,Neutral,2,5,4,2,4,3,1,18,USA,True,AliExpress
OnePlus,OnePlus 12,581.91,2,Neutral,2,2,3,1,2,3,0,37,Brazil,True,eBay
Realme,Realme Narzo 70,404.43,5,Positive,5,4,4,4,3,5,1,45,Canada,True,Amazon
Xiaomi,Redmi Note 13,665.76,1,Negative,1,1,1,2,1,2,0,38,Germany,True,Flipkart
Xiaomi,Poco X6,508.47,2,Negative,1,1,1,2,1,1,0,18,Germany,True,eBay
Realme,Realme Narzo 70,316.45,4,Positive,3,3,4,4,3,2,1,31,Brazil,True,Amazon
Samsung,Galaxy A55,944.71,5,Positive,5,3,3,4,5,2,1,39,Canada,True,AliExpress
Apple,iPhone 14,1057.92,1,Negative,1,1,1,1,1,2,0,32,India,False,eBay
Xiaomi,Redmi Note 13,401.1,3,Neutral,3,2,2,3,2,6,0,28,Australia,True,AliExpress
Realme,Realme Narzo 70,260.55,4,Positive,5,2,4,3,4,2,1,42,Brazil,True,Amazon
Google,Pixel 6,575.09,2,Negative,1,1,2,2,1,5,0,38,UAE,True,Flipkart
Google,Pixel 8,1047.94,2,Negative,1,1,2,3,1,0,0,28,Germany,False,eBay
Samsung,Galaxy A55,543.88,4,Positive,4,5,3,3,4,3,1,29,Brazil,True,eBay
Samsung,Galaxy Note 20,681.55,3,Positive,3,3,4,1,4,4,1,21,UAE,False,Flipkart
Xiaomi,Redmi Note 13,406.63,3,Neutral,3,4,2,3,3,1,0,19,USA,True,AliExpress
Google,Pixel 7a,925.31,2,Neutral,1,1,1,1,3,3,0,23,Australia,True,eBay
Apple,iPhone SE,1433.95,3,Neutral,1,1,1,1,3,2,0,18,Brazil,True,Flipkart
Apple,iPhone 15 Pro,1342.88,3,Neutral,1,3,2,3,1,0,0,31,UAE,True,AliExpress
Samsung,Galaxy Z Flip,1259.02,4,Positive,4,3,5,4,3,5,1,36,Australia,True,Flipkart
Realme,Realme 12 Pro,586.93,4,Positive,4,3,4,5,4,8,1,23,Germany,False,AliExpress
Apple,iPhone 13,807.05,4,Positive,3,4,4,5,3,5,1,19,Australia,True,AliExpress
OnePlus,OnePlus 11R,735.03,4,Positive,3,3,4,3,3,3,1,34,Canada,True,Amazon
Motorola,Edge 50,761.77,1,Negative,1,1,1,1,1,2,0,18,Brazil,True,Flipkart
Google,Pixel 6,566.55,3,Positive,3,4,3,2,2,4,1,24,Australia,False,AliExpress
OnePlus,OnePlus 11R,751.73,4,Positive,4,4,5,3,5,6,1,18,Australia,True,BestBuy
OnePlus,OnePlus 12,498.67,2,Negative,2,1,1,1,1,2,0,26,Canada,True,BestBuy
Xiaomi,Redmi Note 13,451.33,3,Negative,2,4,4,4,2,0,0,28,USA,False,BestBuy
OnePlus,OnePlus 11R,633.38,3,Positive,2,3,1,4,5,5,1,28,UAE,True,Flipkart
Motorola,Moto G Power,589.64,3,Negative,2,3,3,1,3,1,0,18,USA,True,eBay
Realme,Realme 12 Pro,437.46,3,Neutral,2,3,5,3,2,3,1,23,Canada,True,BestBuy
Xiaomi,Mi 13 Pro,478.32,2,Neutral,1,3,2,2,2,1,0,33,Germany,True,Amazon
Samsung,Galaxy Note 20,1021.43,5,Positive,4,4,5,5,4,7,1,32,Brazil,True,Flipkart
Realme,Realme Narzo 70,264.97,4,Positive,3,4,3,3,4,8,1,27,UAE,True,AliExpress
OnePlus,OnePlus 11R,644.03,5,Positive,5,4,5,4,4,5,1,26,Brazil,True,Flipkart
Apple,iPhone 15 Pro,1419.24,4,Neutral,3,4,3,3,4,2,1,29,UAE,True,Flipkart
Realme,Realme Narzo 70,267.03,1,Negative,2,1,1,1,1,2,0,18,Brazil,False,eBay
Samsung,Galaxy A55,1231.1,1,Negative,1,1,1,1,1,1,0,33,Canada,True,Amazon
Samsung,Galaxy S24,1199.11,2,Neutral,3,2,3,1,1,2,0,24,UK,True,Amazon
Samsung,Galaxy A55,1103.76,4,Positive,3,4,4,4,3,1,1,35,UK,True,eBay
Realme,Realme 12 Pro,351.12,3,Neutral,1,1,1,1,1,1,0,18,Brazil,True,Flipkart
Xiaomi,Mi 13 Pro,542.28,5,Positive,5,4,5,5,4,4,1,41,UK,True,Flipkart
Apple,iPhone 14,1029.49,2,Neutral,2,2,1,3,3,2,0,44,UK,True,BestBuy
OnePlus,OnePlus 11R,949.3,3,Neutral,3,1,1,1,1,1,0,34,UAE,False,store
Samsung,Galaxy Note 20,716.54,1,Negative,1,1,1,1,1,0,0,44,Canada,True,eBay
Realme,Realme Narzo 70,496.6,5,Positive,5,4,4,4,5,6,1,32,Germany,True,Amazon
OnePlus,OnePlus 12,355.57,3,Neutral,2,4,1,2,3,0,0,37,India,False,eBay
OnePlus,OnePlus Nord 3,355.55,3,Positive,1,4,3,1,3,6,1,31,India,False,store
OnePlus,OnePlus Nord 3,729.61,1,Negative,1,1,1,1,1,1,0,26,Canada,True,eBay
Google,Pixel 7a,564.0,3,Positive,3,2,3,1,2,7,1,35,UAE,False,BestBuy
Google,Pixel 6,1038.26,3,Positive,3,4,1,3,3,5,1,35,Australia,True,BestBuy
OnePlus,OnePlus 12,580.35,3,Positive,3,2,5,1,3,6,1,34,Brazil,True,Amazon
Motorola,Moto G Power,404.21,2,Negative,2,1,1,2,2,0,0,38,UK,True,AliExpress
Realme,Realme 12 Pro,426.14,3,Neutral,3,3,2,2,3,1,0,41,Australia,False,store
Apple,iPhone 13,1227.7,4,Positive,2,3,3,5,3,7,1,46,India,True,Flipkart
Google,Pixel 8,710.06,4,Neutral,2,3,4,4,1,4,1,33,Australia,True,Amazon
Samsung,Galaxy Note 20,860.5,5,Positive,4,5,4,5,5,4,1,31,India,False,eBay
Apple,iPhone SE,955.93,3,Neutral,4,3,2,4,3,0,1,30,USA,False,AliExpress
Realme,Realme Narzo 70,433.69,4,Positive,5,4,4,3,3,3,1,27,UK,False,Amazon
Apple,iPhone 15 Pro,973.37,4,Positive,4,3,5,3,3,2,1,29,USA,True,Amazon
Apple,iPhone 14,1499.46,3,Positive,2,3,1,3,4,6,1,34,USA,False,eBay
Google,Pixel 6,1022.22,4,Positive,4,3,4,2,5,4,1,18,Germany,True,AliExpress
Samsung,Galaxy Z Flip,466.78,5,Positive,4,4,3,2,5,5,1,42,Canada,True,AliExpress
Xiaomi,Mi 13 Pro,657.53,2,Neutral,1,1,2,2,1,1,0,30,UK,True,Flipkart
OnePlus,OnePlus Nord 3,720.4,3,Neutral,1,3,2,2,3,0,0,26,Australia,True,eBay
Motorola,Edge 50,511.31,4,Positive,3,2,4,3,3,5,1,32,India,True,AliExpress
Realme,Realme Narzo 70,482.65,1,Neutral,1,1,1,1,1,2,0,18,UAE,True,Flipkart
Realme,Realme Narzo 70,275.64,2,Negative,1,3,2,2,1,4,0,58,Canada,True,AliExpress
OnePlus,OnePlus 11R,813.61,2,Negative,2,2,2,3,2,5,0,47,UK,True,Amazon
Motorola,Edge 50,401.85,2,Negative,3,1,2,1,2,0,0,23,Germany,True,Amazon
Motorola,Razr 40,777.81,2,Negative,2,2,1,3,1,3,0,38,India,True,Flipkart
Google,Pixel 8,741.87,4,Positive,4,2,5,4,5,4,1,43,India,True,eBay
Xiaomi,Poco X6,459.28,2,Negative,2,1,2,2,2,3,0,22,Germany,True,Flipkart
Motorola,Razr 40,640.41,4,Positive,4,3,5,4,5,7,1,32,Canada,True,eBay
Motorola,Moto G Power,467.03,2,Neutral,2,1,2,1,1,0,0,36,UK,True,Flipkart
Apple,iPhone 14,1386.57,3,Neutral,2,1,3,1,3,5,0,18,Germany,True,eBay
Google,Pixel 7a,723.11,2,Negative,2,2,1,1,3,1,0,23,Germany,False,eBay
Samsung,Galaxy S24,646.97,5,Positive,4,5,5,4,4,6,1,26,Canada,True,Amazon
Realme,Realme Narzo 70,426.25,4,Positive,4,2,2,3,3,5,1,40,UK,True,AliExpress
Xiaomi,Redmi Note 13,265.37,3,Neutral,3,4,3,3,1,2,0,40,UK,True,Amazon
Xiaomi,Poco X6,219.82,4,Neutral,5,4,3,4,2,0,1,54,USA,True,BestBuy
Motorola,Edge 50,367.27,3,Negative,4,1,2,1,2,1,0,20,Canada,True,BestBuy
Realme,Realme 12 Pro,398.12,4,Positive,3,3,2,3,3,2,1,24,USA,True,Amazon
Realme,Realme Narzo 70,501.54,4,Positive,4,4,4,5,5,4,1,29,USA,False,Flipkart
OnePlus,OnePlus 11R,939.39,3,Neutral,3,2,2,3,2,3,0,19,UK,True,Amazon
OnePlus,OnePlus 11R,542.13,5,Positive,4,4,4,4,4,5,1,35,Brazil,False,BestBuy
Motorola,Moto G Power,528.95,3,Positive,2,3,3,4,4,4,1,23,Brazil,True,AliExpress
Xiaomi,Mi 13 Pro,304.41,2,Neutral,4,1,3,2,4,3,0,30,Brazil,True,AliExpress
Apple,iPhone 14,1326.75,2,Neutral,2,1,1,1,1,1,0,65,UK,True,AliExpress
Apple,iPhone SE,1441.76,2,Neutral,2,2,2,1,1,1,0,33,India,True,BestBuy
Realme,Realme 12 Pro,443.13,5,Positive,5,4,5,4,5,5,1,39,UAE,True,AliExpress
Realme,Realme Narzo 70,208.58,3,Positive,2,2,2,1,2,5,0,29,Canada,True,BestBuy
OnePlus,OnePlus 11R,585.41,3,Positive,3,3,1,3,2,5,1,42,Australia,False,BestBuy
Xiaomi,Mi 13 Pro,562.82,4,Positive,4,4,4,5,5,1,1,18,UAE,True,AliExpress
Realme,Realme Narzo 70,481.55,3,Neutral,3,3,3,1,3,2,0,29,UAE,True,Flipkart
Xiaomi,Mi 13 Pro,375.42,4,Positive,4,5,3,4,5,4,1,36,Brazil,True,Amazon
Apple,iPhone SE,1024.75,4,Positive,4,5,3,5,2,5,1,26,Australia,True,BestBuy
Motorola,Razr 40,290.27,1,Negative,1,1,1,1,1,2,0,28,USA,True,AliExpress
Motorola,Razr 40,525.52,3,Neutral,3,2,3,2,2,2,0,18,UK,True,BestBuy
Apple,iPhone 13,1488.54,2,Neutral,3,2,2,1,3,1,0,34,USA,True,Flipkart
Apple,iPhone 13,1439.78,3,Neutral,3,5,4,2,3,4,1,22,Canada,True,Flipkart
Google,Pixel 8,886.78,3,Neutral,1,2,4,2,2,2,0,45,Canada,True,Flipkart
Google,Pixel 6,1014.26,1,Negative,1,1,1,1,1,1,0,19,India,True,Flipkart
Realme,Realme 12 Pro,504.18,5,Positive,4,4,5,4,4,5,1,38,India,True,Amazon
Apple,iPhone 15 Pro,863.55,5,Positive,5,5,5,4,5,1,1,22,UK,True,AliExpress
Realme,Realme Narzo 70,332.46,3,Neutral,3,2,1,2,3,3,0,39,Germany,True,BestBuy
Apple,iPhone 13,871.09,3,Positive,3,2,2,1,4,5,1,19,UAE,True,BestBuy
OnePlus,OnePlus 11R,904.6,2,Neutral,1,1,3,2,1,1,0,30,India,True,Flipkart
Motorola,Moto G Power,341.27,4,Positive,3,4,3,5,3,7,1,18,UK,True,store
Apple,iPhone 13,893.13,4,Positive,2,4,4,5,3,4,1,31,Canada,False,BestBuy
Samsung,Galaxy A55,1071.92,1,Negative,2,1,1,1,4,4,0,29,UK,True,Amazon
Apple,iPhone 15 Pro,1203.13,4,Positive,3,2,1,4,4,5,1,35,USA,True,BestBuy
OnePlus,OnePlus Nord 3,674.45,1,Negative,1,1,1,1,1,2,0,48,India,True,eBay
Samsung,Galaxy S24,535.96,2,Neutral,2,2,3,2,1,4,0,30,USA,True,AliExpress
OnePlus,OnePlus Nord 3,400.81,3,Neutral,3,1,1,2,1,5,0,39,India,True,Flipkart
Xiaomi,Mi 13 Pro,623.34,3,Positive,3,2,1,2,2,3,0,29,Canada,False,Flipkart
Google,Pixel 6,618.99,2,Neutral,3,1,3,3,1,1,0,22,UK,False,BestBuy
Realme,Realme 12 Pro,192.08,4,Positive,3,3,3,5,5,7,1,38,UAE,True,store
OnePlus,OnePlus Nord 3,390.04,4,Positive,3,3,4,3,5,4,1,36,UAE,True,Flipkart
Samsung,Galaxy A55,1395.22,2,Neutral,1,1,3,1,3,1,0,28,Brazil,True,AliExpress
Google,Pixel 6,691.63,2,Neutral,1,3,3,2,1,3,0,18,India,True,store
Samsung,Galaxy A55,810.16,5,Positive,4,5,5,4,5,4,1,20,USA,True,AliExpress
Apple,iPhone 14,836.13,1,Negative,2,1,1,1,1,1,0,42,Australia,True,Amazon
Xiaomi,Redmi Note 13,597.01,4,Positive,4,4,5,5,3,9,1,37,UK,True,Flipkart
Apple,iPhone 14,1332.21,5,Positive,4,5,2,4,4,6,1,18,Brazil,True,Flipkart
Realme,Realme Narzo 70,355.12,2,Neutral,2,2,3,1,2,1,0,25,Brazil,True,Flipkart
Xiaomi,Poco X6,674.99,2,Negative,1,1,2,4,1,2,0,18,USA,False,AliExpress
OnePlus,OnePlus 11R,775.98,4,Positive,3,4,2,2,2,5,1,45,UAE,True,store
Xiaomi,Redmi Note 13,240.72,1,Negative,1,1,1,1,1,0,0,48,USA,True,Flipkart
Samsung,Galaxy A55,1247.06,1,Negative,1,1,1,2,1,0,0,18,India,False,BestBuy
Samsung,Galaxy Note 20,890.55,5,Positive,4,5,5,4,5,6,1,45,USA,True,store
Motorola,Edge 50,356.84,2,Neutral,2,1,2,2,2,2,0,18,USA,True,eBay
Xiaomi,Mi 13 Pro,393.02,3,Positive,2,3,3,1,4,9,1,22,Australia,True,Flipkart
Xiaomi,Redmi Note 13,455.65,3,Neutral,3,1,4,3,2,2,0,46,Canada,True,eBay
Motorola,Razr 40,717.68,3,Neutral,1,1,3,1,2,2,0,30,Canada,True,AliExpress
Motorola,Razr 40,333.68,2,Neutral,2,1,1,2,1,2,0,34,Canada,True,AliExpress
OnePlus,OnePlus 11R,451.37,3,Neutral,3,3,2,1,4,4,0,19,Brazil,True,eBay
Realme,Realme 12 Pro,256.17,3,Positive,4,4,2,4,2,3,1,22,UK,True,store
Samsung,Galaxy A55,1215.24,3,Positive,3,2,3,3,3,1,1,18,UAE,True,Amazon
Motorola,Moto G Power,536.04,3,Neutral,2,3,3,2,2,2,0,29,UK,False,AliExpress
Google,Pixel 6,506.9,4,Positive,5,3,5,3,3,9,1,24,USA,True,AliExpress
Realme,Realme Narzo 70,268.29,5,Positive,4,4,4,3,4,6,1,18,UK,False,Flipkart
Xiaomi,Mi 13 Pro,533.49,5,Positive,4,5,5,4,5,4,1,28,Brazil,True,Amazon
Xiaomi,Mi 13 Pro,620.96,5,Positive,4,3,5,4,3,9,1,36,UAE,True,Flipkart
Google,Pixel 8,697.1,4,Positive,4,3,3,2,3,4,1,38,UK,True,AliExpress
Apple,iPhone 14,857.62,3,Positive,3,3,3,3,2,5,1,18,USA,False,Amazon
Apple,iPhone 13,893.26,3,Positive,2,2,3,4,2,2,1,27,USA,False,BestBuy
Xiaomi,Poco X6,302.49,3,Negative,3,3,3,3,3,1,0,31,Canada,True,eBay
Samsung,Galaxy Note 20,1115.44,4,Positive,2,4,3,3,4,6,1,30,UK,True,Flipkart
Samsung,Galaxy A55,614.08,4,Positive,4,3,5,5,3,2,1,23,USA,True,AliExpress
Motorola,Razr 40,607.63,4,Positive,4,3,3,3,4,4,1,18,India,False,Amazon
Motorola,Moto G Power,267.21,4,Positive,5,3,3,2,3,8,1,31,USA,True,Flipkart
OnePlus,OnePlus 12,418.48,5,Positive,5,5,5,5,4,8,1,28,Canada,True,BestBuy
Motorola,Razr 40,599.45,2,Neutral,2,1,3,1,1,3,0,21,UK,False,Flipkart
Motorola,Edge 50,491.72,2,Neutral,1,1,2,2,2,5,0,18,India,True,AliExpress
Google,Pixel 6,946.19,3,Neutral,2,4,3,2,4,2,1,25,Australia,True,Flipkart
OnePlus,OnePlus 12,897.93,4,Positive,3,4,2,5,3,2,1,18,Germany,True,BestBuy
Motorola,Moto G Power,323.51,5,Positive,5,5,4,5,4,2,1,21,Australia,True,Flipkart
Xiaomi,Mi 13 Pro,554.22,5,Positive,5,5,5,4,4,5,1,53,Germany,True,BestBuy
Xiaomi,Mi 13 Pro,572.1,1,Negative,1,1,1,1,3,0,0,27,Canada,True,BestBuy
Xiaomi,Mi 13 Pro,300.0,2,Negative,1,1,1,2,4,1,0,29,Canada,True,Flipkart
Motorola,Razr 40,753.25,2,Neutral,3,1,1,1,1,2,0,42,Brazil,False,Flipkart
Apple,iPhone 15 Pro,1131.67,5,Positive,4,4,5,4,5,5,1,28,USA,True,eBay
Realme,Realme 12 Pro,356.03,2,Neutral,1,3,3,2,2,4,0,39,Germany,True,BestBuy
Apple,iPhone SE,708.51,4,Positive,4,4,2,3,4,3,1,25,Canada,False,BestBuy
Apple,iPhone 15 Pro,1160.18,3,Neutral,2,4,3,2,3,3,0,29,Germany,True,eBay
Google,Pixel 8,653.63,2,Neutral,2,2,1,2,2,4,0,50,UAE,True,store
Realme,Realme 12 Pro,212.91,3,Positive,2,3,3,2,4,4,1,27,Brazil,True,eBay
OnePlus,OnePlus 12,674.91,4,Neutral,5,3,5,2,3,2,1,42,UAE,True,eBay
Motorola,Moto G Power,403.81,2,Positive,4,3,2,1,3,3,0,38,UAE,False,Flipkart
OnePlus,OnePlus 12,629.15,4,Positive,4,3,4,4,4,7,1,35,India,True,AliExpress
Google,Pixel 7a,844.89,3,Neutral,1,1,4,2,4,2,0,33,UAE,True,eBay
OnePlus,OnePlus 11R,421.26,3,Positive,3,1,3,2,4,4,1,18,UAE,False,Amazon
Xiaomi,Redmi Note 13,366.41,4,Positive,4,3,4,4,3,5,1,18,UAE,True,eBay
Motorola,Razr 40,765.36,5,Positive,5,5,5,3,5,5,1,24,Australia,True,BestBuy
Apple,iPhone 13,789.26,2,Negative,1,1,1,3,2,1,0,24,UK,False,Flipkart
OnePlus,OnePlus Nord 3,747.64,5,Positive,5,4,2,4,4,2,1,18,Australia,False,eBay
Google,Pixel 6,566.1,3,Positive,3,1,2,2,2,6,0,18,India,True,BestBuy
Motorola,Moto G Power,378.04,3,Neutral,4,5,2,4,5,5,1,20,Australia,False,Amazon
Motorola,Razr 40,413.17,2,Negative,2,1,1,2,1,2,0,47,UAE,True,BestBuy
Google,Pixel 8,715.28,4,Positive,4,4,4,5,4,6,1,46,UK,True,AliExpress
OnePlus,OnePlus 11R,713.23,3,Neutral,1,3,1,2,3,2,0,33,Brazil,False,AliExpress
OnePlus,OnePlus Nord 3,626.79,4,Neutral,3,5,5,2,5,4,1,20,UAE,False,AliExpress
OnePlus,OnePlus Nord 3,922.36,5,Positive,5,5,4,4,5,9,1,26,Germany,True,BestBuy
OnePlus,OnePlus 11R,655.63,5,Positive,4,5,4,5,4,4,1,31,Canada,False,eBay
Google,Pixel 8,693.36,3,Positive,3,1,2,3,1,3,0,47,UAE,True,BestBuy
Motorola,Razr 40,236.17,2,Positive,1,1,1,2,1,1,0,33,USA,True,BestBuy
Motorola,Edge 50,273.85,3,Neutral,4,4,5,3,4,4,1,36,Canada,False,store
Xiaomi,Redmi Note 13,292.08,2,Neutral,2,1,3,3,1,2,0,30,Brazil,False,AliExpress
Google,Pixel 8,806.61,2,Negative,2,3,3,2,1,3,0,29,Canada,True,store
Xiaomi,Mi 13 Pro,389.69,3,Neutral,3,2,2,2,2,2,0,32,UK,True,Amazon
Google,Pixel 8,957.09,5,Positive,5,5,5,4,5,4,1,39,India,True,Amazon
Motorola,Moto G Power,490.64,3,Neutral,2,3,2,2,3,4,0,28,Australia,False,eBay
Samsung,Galaxy Note 20,715.83,3,Neutral,3,1,1,1,1,1,0,18,Germany,False,Amazon
Google,Pixel 8,530.6,2,Negative,1,3,2,1,1,1,0,29,Canada,False,BestBuy
